,clean_course_title
3013,Brass Master Class
3014,Enseando msica mejora tus clases de instrumento
3015,Ukelele exprs aprende tocar en menos de un mes
3016,Curso de Guitarra para Principiantes
3017,Mundharmonika spielen  mein schnstes Hobby
3018,Aprende el acorden de odo con tcnica Nivel Intermedio
3019,Prsentation du Banjo Tnor
3020,Aprende tocar el acorden de botones
3021,Aprendiendo piano Lectura de piezas clsicas VolI
3022,Pedais de efeito para Contrabaixo
3023,Mantenimiento octavacin para guitarras elctricas
3024,Aprende tocar el violn desde cero
3025,Aprende tocar el teclado como los expertos
3026,Aprende tocar el saxofn como siempre querido
3027,Guitarra para principiantes
3028,Aprende tocar flauta transversal sin complicaciones
3029,Aprende tocar las escalas en el acorden de botones
3030,Curso de Violo Prtico
3031,Aprende tocar percusiones congas bongs maracas ms
3032,Gitarre spielen  mein schnstes Hobby
3033,Aprende tocar la guitarra acstica como un profesional
3034,Guitar Lesson  Steps Learn Barre Chords
3035,Easy Piano Basics  Learn Piano Prior Experience Needed
3036,Guitar Technique Mastery Ultimate Chop Building Workout
3037,Inside Drum Technique
3038,Learn Play Tarrega Bach Sor Classical Guitar
3039,Create Beautiful Music Piano Like Pro Minutes
3040,Instant Harmonica  play great Irish tune Molly Malone
3041,Instant Harmonica  play Cant Help Falling Love now
3042,Arpeggios Guitar Easy Dominate Fretboard
3043,Guitar Lessons  Modal System  Modes Essentials
3044,Learn Play Percussion Beginner Pro Easy Way
3045,Modern Piano Lessons Beginners
3046,World Percussion Complete Lessons
3047,Learn Lion Saroo Soundtrack Piano Ear
3048,Acoustic Blues Guitar Lessons
3049,Play Guitar Understand Music Quick  Easy 28 Days
3050,Learn Play Violin  Violin Basics
3051,Swing Low  101 Authentic Nashville Piano Style Course
3052,GuitarPlay 5 Easy Christmas Chord Progressions Guitar
3053,Piano Skills TODAY
3054,Learn Violin  Scales Fundamentals
3055,Piano Willie Building Technique Scales Vol 2
3056,Master Flute Playing Intermediate Instruction Simple
3057,Sing Play Guitar at time
3058,Super Beginner Guitar  start right start awesome
3059,Introduction Guitar A Course Beginner Guitar Master Class Learning Play Guitar Z
3060,Rhythm Rock Drum Lesson 5
3061,Gibsons Learn  Master Guitar
3062,Master Trombone Intermediate Instruction Simple
3063,Walking Bass Fundamentals
3064,Circular Breathing musicians  practical skills
3065,Electric Bass Busy Beginners Course 1
3066,Guitar Absolute Beginners Class 1
3067,Tenor Banjo Absolute Beginners
3068,Guitar Lessons  50 Essential Fast Legato Licks
3069,Aprenda tocar Pandeiro  Curso Iniciante  SambaChoro
3070,Aprende batera con el nuevo mtodo IDT
3071,5 lecciones que todo guitarrista debe tomar
3072,Los 7 Acordes para Tocarlo Todo en un fin de semana
3073,Curso de Violo Popular
3074,Aprendiendo Piano Ejercicios de calentamiento
3075,Aprendiendo piano Lectura de piezas clsicas VolII
3076,Aprende tocar el Acorden de odo con tcnica
3077,Guitarra Desde Cero  PARTE 1
3078,SuperCurso de Guitarra Prctico Para Principiantes
3079,Exploso Pentatnica
3080,Complete Beginners Introduction Guitar
3081,Learn 10 Scottish Tunes Piano Easy Level
3082,Fingerpicking Fundamentals
3083,Piano Pro
3084,Piano Lessons Beginners Play Piano Read Music
3085,Master Tuba  Intermediate Instruction Simple
3086,Fun Effective Piano Course
3087,Advanced Flute Studies  Learn Master Flute
3088,Alternate Picking Speed  Accuracy
3089,Master Euphonium Simple Intermediate Instruction
3090,Master Clarinet Intermediate Instruction Simple
3091,Advanced Clarinet Studies  Learn Master Clarinet
3092,Aprende tocar ritmo pop en el piano teclado
3093,Aprendiendo Piano Tocando piezas populares VolII
3094,Comment jouer du Pianoforte
3095,Aprende tocar blues en el piano teclado
3096,ABC VIOLO E GUITARRA
3097,Suonare la Chitarra
3098,Aprende todos los secretos de la guitarra flamenca
3099, 
3100,Aprende cmo tocar el Bajo Sexto
3101,Coach Guitar  Apprendre la GUITARE facile avec des COULEURS
3102,Sistema Completo De Guitarra Rtmica Para Principiantes
3103,Curso de batera online de Patricio Iglesias Santa Sabina
3104,Learn Piano Beyer 15 Minutes Challenge
3105,Classical Guitar Master Class Alman 
3106,Blues Accelerator  21 Days Blues Guitar Mastery
3107,Alto Saxophone Lessons Beginners
3108,Instant Harmonica  Christmas play Jingle Bells 2 now
3109,Piano Willie Jazz  Gospel Exercises
3110,Bending blue notes killer sound harmonica
3111,Beginners Guitar Tuning Strumming Chords
3112,Instant Harmonica  play Lion Sleeps Tonight  today
3113,Piano Willie Building Technique Scales Vol 3
3114,Instant Bodhran  two learning drumming skills
3115,Guitar Essentials
3116,Rhythm Rock Drum Lessons
3117,Learn play improve 12 bar blues harmonica solos
3118,Learn improvise harmonica  nice easy steps
3119,Learning Electric Guitar Absolute Beginners
3120,Advanced Bassoon Studies  Learn Master Bassoon
3121,Blues Guitar Lessons Play Like Greats  Levels
3122,Instant Harmonica  play Whiskey Jar  Molly Malone
3123,Learn Play Trumpet Fast Passive Trumpet Tutor
3124,Electric Bass Right Start
3125,Beginner Guitar Essentials
3126,Advanced Tuba Studies  Master Tuba
3127,Greensleeves Creative Piano Lessons Course
3128,Rhythm Rock Drum Lesson 4
3129,Hands Guitar Beginner
3130,Instant harmonica  play Auld Lang Syne neet tonight
3131,Piano Hard Way  Fast Way Life Long Piano Enjoyment
3132,Ultimate Method Learning Modern Piano  Keyboards
3133,Master Bassoon  Intermediate Instruction Simple
3134,Oboe Pro Series  going love practicing Oboe
3135,Instant Harmonica  play classic GAME THRONES theme
3136,Trumpet Solos Learn Perform Fun Unique Pieces
3137,Learn 4 Vital things DRUM PLAYING EASIER
3138,Sax Solos Learn Perform Fun Unique Pieces
3139,TraditionalStyle Electric Blues Guitar Beginners
3140,Aprende tocar los mejores solos en la guitarra elctrica
3141,Aprende tocar la guitarra
3142,Aprende tocar el piano desde cero
3143,Aprende tocar el clarinete
3144,Ahora aprende tocar jazz en el piano
3145, 
3146,Aprende tocar el contrabajo sin complicaciones
3147,Aprende tocar la guitarra elctrica
3148,Aprende improvisar en la guitarra elctrica
3149,Curso de Teclado
3150,Guitarra Acstica en Siete Das
3151,improvisacin de Guitarra
3152,Step Step Classical Guitar Course
3153,Piano Willie Building Technique Scales Vol 4
3154,Black ACDC Classic Rock Track
3155,Keyboard Basics
3156,Beginner Guitar Lessons
3157,Guitar Fundamentals Beginners
3158,Easy Piano  learn play
3159,Learn Piano Basics Keyboards
3160,Bassoon Pro Series  going love practicing Bassoon
3161,Acoustic Guitar Lessons Beginners
3162,Coach Guitar  Amazing New Way Learn Guitar Colors
3163,Mastering Art Guitar Chords
3164,30 Day Guitar Jump Start Success
3165,Learn Play Bassoon Beginner Pro Hours
3166,7 Day Guitar Method
3167,Instant Harmonica  play Star Wars  Lion Sleeps now
3168,Instant harmonica  play Adeles wonderful Hello today
3169,Guitar Strumming 101  Fun Playing Songs Love
3170,Master Oboe Playing Intermediate Instruction Simple
3171,Drum Set Beginners
3172,Guitar Lessons  Economy Picking Essentials
3173,Blues Guitar Lessons  Blues Guitar  Robert Johnson
3174,NOTE BEGINNER CLARINET  Fun Fundamental Skills
3175,Learn Play Irish Fiddle
3176,HandsOn Guitar Beginners Guide
3177,Slap Bass Beginners
3178,Piano Lessons Beginners Easy
3179,Horn Pro Series  going love playing French Horn
3180,Instant Harmonica  play Irish tune Whiskey Jar
3181,Didgeridoo  zero HERO Three Advanced level
3182,Saxophone Pro Series  going love practicing Sax
3183,Easy Piano Kids  Complete Beginner Piano Course
3184,Guitar Lessons  Handed Tapping Essentials
3185,Clarinet Pro Series  Fall love Clarinet
3186,Advanced Trumpet Studies  Learn Master Trumpet
3187,Poldark TV series Soundtracks PianoQuicklessons
3188,Master Saxophone Intermediate Instruction Simple
3189,Play Jazz Saxophone
3190,Improvise Puccinis E Lucevan le Stelle Piano
3191,Building Barre Chords
3192,Learn Violin  Bowing Techniques
3193,Blues Guitar Lessons  Volume 3  Minor Blues Essentials
3194,2 Basics
3195,Play Jews Harp  instant skills non musicians
3196,Master Trumpet Playing Intermediate Instruction Simple
3197,Practical Guitar Theory Level 1
3198,Instant harmonica  enjoy playing Silent Night tonight
3199,HARPSOUL  Learn Secrets Harmonica
3200,Play Leyenda Canarios Bach Classical Guitar
3201,Instant Harmonica  play cool tune Dirty Old Town now
3202,Ultimate Beginner Guitar Guide  Acoustic  Electric
3203,Guitar Lessons  Rock Guitar 1 Day
3204,Tenor Banjo
3205,Introduction Lead Guitar
3206,Piano Willie Basics Improvisation
3207,Euphonium Pro Series  Fall love Euphonium
3208,Pure Rock Guitar  Play Like Gods Rock
3209,Master French Horn Intermediate Instruction Simple
3210,Classical Guitar Technique 8020
3211,Total beginner intermediate guitar  Learn play ear
3212,Aprende escalas arpegios Vol I Modo mayor
3213,Aprende tocar Guitarra RAPIDO FACIL con Guitarsimple
3214,Ukulele lernen fr Papas mit Bruder Jakob
3215,Tin Whistle Bsico
3216,Leve sua tcnica de pedal duplo para um novo patamar
3217,Sevillanas con Castauelas  Baile toque al mismo tiempo
3218,TAKA
3219,ASALATO
3220,Aprende Tocar Teclado  Piano
3221,Castauelas por Sevillanas  Curso del toque de castauelas
3222,Aprende tocar el acorden de botones
3223,Aprende tocar Msica Cristiana en el piano teclado
3224,Easy Guitar Songwriting Harmony
3225,play easy tunes harmonica  basics
3226,Rhythm Rock Drum Lessons 2
3227,Instant Harmonica  play Rainbow  Skye Boat now
3228,Bagpipe Instruction Beginners
3229,Flute Solos Learn Perform Fun Unique Pieces
3230,Rhythm Rock Drum Lessons 3
3231,Guitar Lessons  Sweep Picking Arpeggio Essentials
3232,Painless Piano
3233,Beginning Flute Lessons
3234,Piano Lesson Variety
3235,Pop Jazz Keyboards Harmony beginner level
3236,Starting play blues harmonica easy steps
3237,Learn Viola  Scales Fundamentals
3238,Learn Play Let Snow Piano
3239,Instant Harmonica  play Irish anthem Danny Boy today
3240,Piano Building Blocks Learn Chord Additions  Variations
3241,Advanced Saxophone Studies  Learn Master Saxophone
3242,Killer Harmonica sounds tongue bending notes
3243,Instant Harmonica  play Saints harmonica now
3244,Strumming Guitar  5 Lessons Strum Patterns
3245,Learn Piano OnlineKeys Keyboard
3246,Ukulele Lessons Beginners  Fast Track Learning
3247,Blues Guitar Lessons  Ragtime Blues Guitar
3248,Getting Started Power Chords
3249,Blues Master  Professional Techniques Piano Course
3250,Drumming 101 Essential Elements
3251,Flute Lessons Beginners
3252,Guitar Christmas
3253,Learn Piano OnlineNocturnal Piano Solo
3254,Guitar Chords Basic Strumming
3255,Getting Started Acoustic Guitar
3256,Learn Piano OnlineIn Garden Piano Solo
3257,Saxophone Essentials Beginners Course
3258,Learn Play Guitar Day
3259,88 Logic  Essential Guide Learning Piano
3260,Tuba Solos Learn Perform Fun Unique Pieces
3261,Instant Harmonica  play Dylans Like Rolling Stone now
3262,Advanced Oboe Studies  Master Oboist
3263,Instant Harmonica  play I called love you
3264,Jazz piano improvisation girl form Ipanema Bossa nova
3265,Drum Lessons Beginners
3266,Piano Willie Jazz Kids  Vol 3
3267,Quick Piano Lessons  Tutorials Drakes Greatest Hits
3268,Bluegrass Guitar Essentials Webisodes 13 14  15
3269,Guitar  Rock  Beginner Marc Seal
3270,Oboe Solos Learn Perform Fun Unique Pieces
3271,Bluegrass Guitar Essentials Webisodes 11  12
3272,Advanced Horn Studies  Learn Master French Horn
3273,Learn Play Guitar Complete Beginners Quick Start
3274,Piano Willie Jazz Kids  Vol 4
3275,Instant Harmonica  play old Popeye Spinach song 
3276,Piano Willie Jazz Kids  Vol 2
3277,Practice guitar previous experience pro
3278,Music Coach Online Spirit Drum Course
3279,Electronic Music iPad
3280,Learn Loreena McKennitt SongsQuicklessons Piano Course
3281,Guitar 201 Breakthroughs
3282,Major Scales Modes Chromatic Harmonica
3283,Play Guitar Rhythm  5 Easy Lessons
3284,Coaching Bundle Guitar Music Educators 1
3285,Coaching Bundle Guitar Music Educators 2
3286,Ukulele 3 Intermediate
3287,Beginners Guitar Course  Try love method
3288,Coaching Course Rhythm Instruction Music Educators P1
3289,Learn Pirates Caribbean Ear Piano
3290,Coaching Course Rhythm Instruction Music Educators P2
3291,4 Week Rhythm Mastery
3292,Tune Sour Note Piano
3293,Learn Vikings Soundtracks Piano Ear
3294,Learn Play Piano Like Pro  Easy Piano Course 1
3295,ABRSM Grade III Piano Class  Handel Sonatina G 20172018
3296,Instant Harmonica  play 12 bar blues Big Walter style now
3297,Fingerpicking Blues Guitar Lessons  Bottleneck Guitar
3298,Spice playing easy Flamenco techniques
3299,Beginners Guide Playing Guitar  Stepbystep System
3300,Guitar Kick Start
3301,Instant Harmonica  play Beethovens Ode Joy right now
3302,Funk Rhythm Guitar Techniques
3303,Flamenco Guitar
3304,Learn play Bouzouki  Greek Bouzouki Lessons
3305,Guitar Looper Basic Training
3306,Piano Willie Jazz Kids  Vol 1
3307,Instant Harmonica  play Drunken Sailor sea shanty now
3308,Learn Play Sweet Child
3309,Bluegrass Guitar Essentials Webisodes 1  2
3310,Learn Monster GODJ
3311,learn Piano Lessons
3312,Learn Play Tabla  Indian drums
3313,Gitarre spielen wie die Profis
3314,Curso de piano 101  Tocando partituras acordes 
3315,Sintetizadores e Sntese Subtrativa
3316,Spielend Klavier lernen mit Freude und Erfolg
3317,Curso de ejercicios tcnicos al piano Vol2
3318,Curso de ejercicios tcnicos al piano Vol1
3319,Aprende escalas arpegios Vol2  Modo menor
3320,Instant Harmonica  play Blowing Wind  Popeye theme
3321,Instant Harmonica  play jazzy Autumn Leaves part one
3322,Trumpet Lessons Beginners
3323,Guitar  Rock  BeginnerIntermediate Marc Seal
3324,Learn play Key G Bluegrass Instrument
3325,Beginner Guitar Method
3326,Play Dan Fogelberg Songs Guitar
3327,Jews Harp  Advanced course
3328,Instant Harmonica  play jazzy Autumn Leaves part two
3329,Jazz Guitar Reharmonization Autumn Leaves
3330,Tenor Saxophone Lessons Beginners
3331,Mike Gs Beginner Drum Course 2
3332,Instant Harmonica  play Summertime  Drunken Sailor now
3333,Add Slide Guitar Playing
3334,Piano Willie Piano Chords Vol 2
3335,Drum Lessons Beginners
3336,Classical Guitar FingerPicking Right Hand Arpeggios
3337,Rapidly Learn  Master Acoustic Guitar Classic Fingerstyle
3338,Play tunes harmonica learn bend notes
3339,Instant Harmonica  play Yesterday  Scarborough Fair today
3340,Violin lessons beginners
3341,OldTime Banjo Absolute Beginner
3342,Learn Guitar Easy Way Faster
3343,Learn Oud 2
3344,Essentials Acoustic Guitar Strumming Patterns
3345,Acoustic Guitar Basics
3346,Bossa Nova  Guitar Beginners
3347,Piano Willie Piano Chords Vol 1
3348,Instant Harmonica  play Summertime 8 fun  easy lessons
3349,Learn Play Tuba Beginner Pro Hours
3350,Play Autumn Leaves falling notes piano reading
3351,Learn Basics South Indian Carnatic Flute  Level 2
3352,Years Worth Piano Lessons Weekend
3353,Bones Blues  learn 4 cool tunes expert level now
3354,GUITAR 1 Beginner Basics
3355,Pure Modal Magic Complete Guitar Modes Solution
3356,Aprende diferentes ritmos con la guitarra rtmica
3357,Aprender tocar la batera sin salir de casa
3358,Aprende tocar el bajo elctrico
3359,Aprende todos los secretos de la salsa para piano
3360,Aprende tocar ritmos latinos en el teclado
3361,Ukulele lernen fr Papas mit Aram sam sam
3362,Aprende tocar la trompeta
3363,Curso de guitarra para principiantes
3364,Aprende tocar Jazz Ritmos Latinos en la guitarra
3365, 
3366,Aprende tocar la flauta dulce de forma sencilla gradual
3367,Aprende tocar jazz salsa blues en el piano
3368,Learn Web Designing  HTML5CSS3 Essentials 4Hours
3369,Learning Dynamic Website Design  PHP MySQL JavaScript
3370,ChatBots Messenger ChatBot APIAI NodeJS
3371,Projects HTML5
3372,Programming Foundations HTML5  CSS3 Entrepreneurs 2015
3373,Wordpress Website 2017  Divi Theme Tutorial
